datetime,open,high,low,close,volume,Predictions,Signals
05-01-2018 13:30,14916.95,15450.0,14880.0,15424.81,949.347149,15012.9775390625,0
05-01-2018 14:30,15429.6,16111.0,15429.6,15880.39,1397.016119,15141.7822265625,0
05-01-2018 15:30,15873.5,16350.0,15826.37,16138.23,804.132075,15413.6220703125,0
05-01-2018 16:30,16105.06,16185.65,15869.07,16090.69,1084.829419,15718.0107421875,0
05-01-2018 17:30,16090.7,16140.09,15762.9,15838.0,1005.422193,15772.3408203125,0
05-01-2018 18:30,15838.0,16199.0,15750.0,16093.94,996.320352,15792.7734375,0
05-01-2018 19:30,16071.62,16267.04,15901.01,16103.18,991.73917,15926.802734375,0
05-01-2018 20:30,16103.18,16170.0,15980.63,16087.72,787.31932,16057.9970703125,0
05-01-2018 21:30,16094.99,16500.0,16087.73,16449.0,1007.615517,16088.1455078125,0
05-01-2018 22:30,16449.0,17118.13,16420.0,16650.0,937.578122,16166.3427734375,0
05-01-2018 23:30,16650.0,16988.0,16475.78,16579.0,1010.442838,16289.9375,0
06-01-2018 00:30,16579.0,16673.0,16310.0,16593.01,1255.478351,16308.8291015625,0
06-01-2018 01:30,16594.14,16670.0,16353.0,16668.36,1068.054734,16471.314453125,0
06-01-2018 02:30,16673.0,16950.0,16650.01,16799.95,1070.422615,16587.994140625,0
06-01-2018 03:30,16799.94,17047.92,16645.24,17021.36,896.537944,16709.3828125,0
06-01-2018 04:30,17021.36,17176.24,16801.02,16960.39,929.761738,16937.59765625,0
06-01-2018 05:30,16960.39,16999.0,16677.98,16998.0,830.785144,16845.28125,0
06-01-2018 06:30,16998.0,17099.99,16823.0,17025.03,1103.392744,16921.765625,0
06-01-2018 07:30,17025.03,17073.26,16288.0,16540.99,1172.708274,16955.255859375,0
06-01-2018 08:30,16505.04,16746.0,16363.1,16521.59,1140.827478,16853.50390625,0
06-01-2018 09:30,16521.57,16600.5,16300.0,16470.09,1030.651665,16740.388671875,0
06-01-2018 10:30,16477.49,16750.0,16422.43,16642.84,471.806854,16702.328125,0
06-01-2018 11:30,16637.82,16719.38,16571.04,16604.99,259.476686,16751.794921875,0
06-01-2018 12:30,16600.0,16605.0,16415.21,16518.0,402.045227,16669.650390625,0
06-01-2018 13:30,16500.18,16600.0,16414.55,16440.0,526.987415,16508.828125,0
06-01-2018 14:30,16439.99,16538.01,16340.0,16419.96,631.593515,16436.875,0
06-01-2018 15:30,16419.95,16750.01,16390.0,16690.2,624.785297,16444.5390625,0
06-01-2018 16:30,16690.2,16750.01,16422.63,16529.89,786.638636,16548.3359375,0
06-01-2018 17:30,16505.16,16557.36,16151.12,16214.91,926.819037,16498.591796875,0
06-01-2018 18:30,16214.92,16372.99,16011.21,16168.0,891.972764,16424.224609375,0
06-01-2018 19:30,16159.69,16488.98,16145.0,16403.01,889.593692,16304.451171875,0
06-01-2018 20:30,16419.99,16639.0,16335.03,16556.22,928.568326,16357.1630859375,0
06-01-2018 21:30,16550.04,16982.0,16501.75,16892.24,829.667165,16412.634765625,0
06-01-2018 22:30,16892.23,16940.0,16713.11,16889.93,758.742108,16588.6875,0
06-01-2018 23:30,16854.03,16929.99,16582.98,16769.89,780.126895,16689.30078125,0
07-01-2018 00:30,16775.0,16839.15,16612.19,16770.01,837.151453,16623.537109375,0
07-01-2018 01:30,16770.01,16877.18,16707.26,16784.0,537.793754,16713.208984375,0
07-01-2018 02:30,16806.99,16840.34,16612.18,16790.99,729.948339,16810.08984375,0
07-01-2018 03:30,16790.99,17132.18,16790.0,16975.0,839.510079,16899.5546875,0
07-01-2018 04:30,16975.01,17143.13,16975.0,17069.79,639.864961,16823.615234375,0
07-01-2018 05:30,17069.79,17099.96,16800.0,17009.09,723.097184,16853.03515625,0
07-01-2018 06:30,16950.04,17017.77,16792.01,16951.02,786.542762,16868.111328125,0
07-01-2018 07:30,16951.02,16967.97,16711.0,16742.94,811.636768,16882.115234375,0
07-01-2018 08:30,16742.94,16800.0,16605.01,16740.68,833.027889,16861.765625,0
07-01-2018 09:30,16727.93,16740.66,16400.0,16546.93,775.910726,17009.9296875,0
07-01-2018 10:30,16547.59,16744.94,16500.0,16564.0,698.237458,16873.744140625,0
07-01-2018 11:30,16564.0,16683.44,16400.0,16417.05,721.569884,16632.587890625,0
07-01-2018 12:30,16418.0,16749.98,16409.71,16746.99,577.84518,16518.810546875,0
07-01-2018 13:30,16747.0,16886.75,16695.66,16719.02,640.796589,16576.212890625,0
07-01-2018 14:30,16719.01,16800.0,16579.33,16690.06,443.503664,16655.900390625,0
07-01-2018 15:30,16690.06,16814.72,16633.16,16739.0,215.643791,16606.375,0
07-01-2018 16:30,16738.99,16780.96,16560.02,16607.0,175.762476,16617.466796875,0
07-01-2018 17:30,16611.0,16649.05,16480.0,16500.0,257.126876,16618.29296875,0
07-01-2018 18:30,16537.98,16550.98,16300.0,16386.0,359.77685,16617.19921875,0
07-01-2018 19:30,16386.0,16592.0,16376.99,16520.02,271.768469,16436.74609375,0
07-01-2018 20:30,16520.02,16568.36,16400.47,16439.65,324.37927,16466.083984375,0
07-01-2018 21:30,16439.64,16474.87,15750.0,15999.99,834.594917,16401.7265625,0
07-01-2018 22:30,16000.0,16287.3,15715.06,15800.01,914.068253,16235.689453125,0
07-01-2018 23:30,15800.01,16099.99,15610.0,16019.25,734.469015,16055.0380859375,0
08-01-2018 00:30,16020.58,16199.96,15920.0,16100.9,295.322998,16043.529296875,0
08-01-2018 01:30,16100.9,16198.99,15872.07,16145.01,311.773627,16030.083984375,0
08-01-2018 02:30,16145.01,16299.95,16108.0,16198.99,220.148967,16087.6533203125,0
08-01-2018 03:30,16198.99,16500.0,16000.94,16446.0,265.042205,16123.3974609375,0
08-01-2018 04:30,16446.0,16461.28,16126.85,16150.03,301.07974,16151.771484375,0
08-01-2018 05:30,16218.85,16322.3,15908.06,15948.96,581.369323,16166.9072265625,0
08-01-2018 06:30,15941.93,16001.8,15655.0,15850.07,878.804115,16051.1416015625,0
08-01-2018 07:30,15850.08,16100.0,15830.01,16037.38,765.781916,16062.80859375,0
08-01-2018 08:30,16030.01,16031.99,15514.99,15670.37,948.18878,16049.8212890625,0
08-01-2018 09:30,15632.48,15840.0,15510.0,15641.01,638.906874,16030.9345703125,1
08-01-2018 10:30,15641.01,15899.99,15476.0,15768.71,821.479933,15828.7734375,0
08-01-2018 11:30,15768.71,15828.5,15639.64,15757.27,782.811957,15774.9462890625,0
08-01-2018 12:30,15752.7,15921.68,15752.69,15865.0,814.233803,15642.3349609375,-1
08-01-2018 13:30,15864.99,15869.97,15355.01,15477.74,776.730486,15758.314453125,0
08-01-2018 14:30,15471.0,15520.0,14619.0,14650.0,1812.077172,15687.048828125,0
08-01-2018 15:30,14650.0,15183.59,14551.0,15183.59,1376.251498,15298.44140625,1
08-01-2018 16:30,15183.59,15468.12,15160.03,15400.0,938.8521,15258.0888671875,-1
08-01-2018 17:30,15414.0,15499.0,15235.0,15348.0,766.948091,15381.552734375,0
08-01-2018 18:30,15348.52,15463.99,14444.0,14609.88,1408.745552,15258.1181640625,0
08-01-2018 19:30,14659.88,14693.01,13155.0,13489.95,2512.360318,14928.9794921875,1
08-01-2018 20:30,13489.95,14700.0,12812.0,14299.98,4047.595,14384.3603515625,-1
08-01-2018 21:30,14297.9,14966.51,14238.32,14839.78,1684.153594,14477.859375,0
08-01-2018 22:30,14819.43,14933.0,14339.78,14699.95,1220.080175,14629.3291015625,0
08-01-2018 23:30,14739.8,15100.0,14580.22,14900.0,723.505895,14556.9248046875,0
09-01-2018 00:30,14900.0,15247.33,14781.99,15196.55,516.53504,14708.9404296875,0
09-01-2018 01:30,15196.56,15270.99,14527.08,14899.7,835.157357,14749.3271484375,0
09-01-2018 02:30,14899.7,15099.0,14758.96,14888.97,357.169686,14720.9169921875,0
09-01-2018 03:30,14889.3,14920.0,14480.0,14580.0,692.058431,14815.3681640625,0
09-01-2018 04:30,14564.09,15000.0,14392.32,14902.54,700.812816,14803.994140625,0
09-01-2018 05:30,14902.54,15290.0,14811.0,15245.89,629.83399,14775.6083984375,0
09-01-2018 06:30,15245.89,15320.0,14701.0,15240.24,689.518478,15018.8505859375,0
09-01-2018 07:30,15242.34,15302.0,15067.62,15216.3,451.618264,15001.16015625,0
09-01-2018 08:30,15222.11,15500.0,15053.22,15210.0,496.7602,15026.912109375,0
09-01-2018 09:30,15186.53,15397.0,15110.46,15349.0,328.505784,15053.6728515625,0
09-01-2018 10:30,15349.0,15360.0,14670.0,14880.0,745.572239,15278.9140625,0
09-01-2018 11:30,14880.0,14993.17,14601.0,14845.27,660.538131,15255.2529296875,1
09-01-2018 12:30,14845.26,15150.0,14840.29,15062.28,360.08061,15026.548828125,0
09-01-2018 13:30,15062.28,15300.0,15000.0,15190.56,330.36536,14994.3193359375,-1
09-01-2018 14:30,15190.56,15199.0,14766.0,14811.0,390.22899,15207.2763671875,0
09-01-2018 15:30,14802.01,14816.1,14170.33,14500.0,1244.813107,15111.1533203125,1
09-01-2018 16:30,14500.0,14800.0,14382.0,14726.0,587.911186,14702.1572265625,0
09-01-2018 17:30,14726.0,14829.98,14401.0,14659.57,597.657793,14686.947265625,-1
09-01-2018 18:30,14650.0,14700.0,14011.05,14041.03,1156.79025,14774.2080078125,0
09-01-2018 19:30,14072.87,14640.99,14064.13,14560.48,1087.916231,14659.1396484375,1
09-01-2018 20:30,14551.42,14800.0,14485.0,14654.96,664.173421,14540.6328125,-1
09-01-2018 21:30,14655.01,14998.62,14585.01,14951.01,508.127496,14537.744140625,0
09-01-2018 22:30,14968.0,14982.0,14778.47,14949.98,359.334537,14592.5849609375,0
09-01-2018 23:30,14949.98,14990.0,14799.01,14803.44,291.787757,14804.70703125,0
10-01-2018 00:30,14803.46,14863.93,14650.0,14717.82,399.711358,14683.455078125,0
10-01-2018 01:30,14717.82,14861.56,14600.0,14755.03,393.305328,14632.7919921875,0
10-01-2018 02:30,14755.33,14780.0,14420.0,14462.81,425.531853,14651.580078125,0
10-01-2018 03:30,14452.0,14536.36,14182.84,14254.92,714.207127,14678.1025390625,0
10-01-2018 04:30,14234.7,14454.95,14125.0,14400.0,800.714763,14526.826171875,0
10-01-2018 05:30,14401.0,14480.0,13750.0,13989.04,1151.731682,14549.994140625,0
10-01-2018 06:30,13989.04,14327.94,13945.9,14121.58,647.904981,14279.65625,1
10-01-2018 07:30,14120.0,14300.0,14061.42,14226.99,421.451308,14092.4130859375,-1
10-01-2018 08:30,14211.0,14300.01,13950.0,13964.05,602.167204,14147.466796875,0
10-01-2018 09:30,13980.0,14323.0,13866.66,14240.88,759.187875,14122.171875,0
10-01-2018 10:30,14240.88,14255.32,13924.05,14136.72,730.701129,14310.9814453125,0
10-01-2018 11:30,14136.77,14349.99,14034.31,14219.61,506.310346,14320.53515625,0
10-01-2018 12:30,14219.61,14262.33,13855.0,13979.0,740.318537,14250.7138671875,0
10-01-2018 13:30,13978.95,13979.0,13131.31,13394.0,2131.528444,13955.6201171875,0
10-01-2018 14:30,13394.0,13877.67,13329.96,13754.38,1130.836641,13803.7900390625,1
10-01-2018 15:30,13750.6,13879.99,13485.09,13692.21,895.464459,13800.8662109375,-1
10-01-2018 16:30,13735.96,14128.3,13650.0,13919.08,763.192245,13947.2451171875,0
10-01-2018 17:30,13919.09,13965.0,13710.0,13761.15,616.622062,13916.8798828125,0
10-01-2018 18:30,13761.17,14100.0,13639.06,13861.94,576.261177,13687.47265625,0
10-01-2018 19:30,13813.1,13939.43,13500.0,13630.0,810.804362,13738.1640625,0
10-01-2018 20:30,13600.56,14490.0,13600.56,14399.95,1217.362056,13795.072265625,0
10-01-2018 21:30,14399.95,14698.12,14360.11,14412.19,950.79266,13962.806640625,0
10-01-2018 22:30,14424.51,14599.91,14270.97,14567.51,490.576202,14056.6201171875,0
10-01-2018 23:30,14550.0,14735.43,14380.0,14548.32,440.541552,14116.4140625,0
11-01-2018 00:30,14548.32,14549.95,14172.95,14349.98,356.262305,14397.7197265625,0
11-01-2018 01:30,14349.98,14535.99,14240.0,14480.16,296.783093,14332.330078125,0
11-01-2018 02:30,14480.16,14589.99,14420.03,14515.0,313.881121,14405.751953125,0
11-01-2018 03:30,14500.0,14579.99,14251.0,14500.0,425.009387,14445.8486328125,0
11-01-2018 04:30,14488.77,14955.66,14404.96,14907.09,435.310827,14603.029296875,0
11-01-2018 05:30,14940.0,14968.68,14513.11,14567.04,559.031691,14700.83203125,0
11-01-2018 06:30,14573.99,14624.12,14295.0,14427.87,552.907834,14523.744140625,0
11-01-2018 07:30,14377.94,14505.02,14065.0,14137.32,487.294801,14445.62109375,0
11-01-2018 08:30,14137.32,14147.91,12613.0,12920.0,3381.173271,14528.5224609375,1
11-01-2018 09:30,12911.92,13480.0,11400.0,13108.2,6085.367316,13928.2236328125,0
11-01-2018 10:30,13117.99,13613.81,12602.0,12868.84,3523.58284,13643.9970703125,0
11-01-2018 11:30,12868.84,13499.99,12780.03,13188.02,1895.062316,13407.7783203125,0
11-01-2018 12:30,13228.66,13631.98,13000.81,13530.42,1364.41337,13215.6884765625,-1
11-01-2018 13:30,13530.42,13868.37,13530.42,13656.49,1027.997033,13311.58203125,0
11-01-2018 14:30,13656.0,13896.7,13300.0,13425.24,777.257475,13235.3681640625,0
11-01-2018 15:30,13425.25,13569.64,13209.99,13254.31,643.250101,13417.1240234375,0
11-01-2018 16:30,13254.31,13504.85,13041.0,13385.1,1231.727162,13362.6826171875,0
11-01-2018 17:30,13385.1,13942.45,13282.13,13803.0,1048.002392,13366.6875,0
11-01-2018 18:30,13803.0,13939.0,13628.01,13754.95,992.273766,13584.201171875,0
11-01-2018 19:30,13754.95,14141.0,13680.83,14100.0,1103.789204,13657.6533203125,0
11-01-2018 20:30,14070.07,14400.0,13862.0,13958.08,1297.4281,13654.578125,0
11-01-2018 21:30,13950.05,14190.0,13907.0,13949.26,656.4901,13734.580078125,0
11-01-2018 22:30,13949.26,13966.63,13609.19,13650.01,783.985153,13691.29296875,0
11-01-2018 23:30,13650.01,13849.99,13620.0,13661.5,645.060283,13761.1513671875,0
12-01-2018 00:30,13661.35,13772.52,13205.58,13430.16,703.993324,13781.26171875,0
12-01-2018 01:30,13400.0,13655.92,13050.06,13400.0,852.382387,13670.1142578125,0
12-01-2018 02:30,13405.0,13434.56,13008.0,13379.51,915.885084,13503.09375,0
12-01-2018 03:30,13379.51,13459.0,12816.94,12975.99,1077.485523,13566.7587890625,0
12-01-2018 04:30,12975.99,13400.0,12511.0,13238.78,1948.883225,13296.587890625,1
12-01-2018 05:30,13238.76,13238.76,12500.0,12974.12,1512.63777,13301.2509765625,0
12-01-2018 06:30,12964.89,13500.0,12906.27,13392.56,924.692877,13230.94140625,-1
12-01-2018 07:30,13392.56,13549.98,13228.01,13399.71,641.344154,13245.0634765625,0
12-01-2018 08:30,13373.0,13855.0,13349.81,13850.0,1093.028678,13444.0576171875,0
12-01-2018 09:30,13854.95,13880.0,13524.69,13770.53,680.426656,13520.4765625,0
12-01-2018 10:30,13760.01,13850.0,13354.1,13550.0,709.097789,13798.015625,0
12-01-2018 11:30,13550.0,13875.4,13517.78,13861.0,683.003148,13585.630859375,0
12-01-2018 12:30,13861.0,13966.63,13700.0,13722.04,806.940643,13636.9345703125,0
12-01-2018 13:30,13722.04,13770.0,13490.0,13650.99,600.936336,13592.0576171875,0
12-01-2018 14:30,13630.07,13670.0,13301.99,13476.03,507.0698,13642.5849609375,0
12-01-2018 15:30,13496.99,13977.0,13476.03,13941.22,610.208586,13562.267578125,0
12-01-2018 16:30,13940.0,14109.78,13832.13,13900.02,714.759093,13707.7392578125,0
12-01-2018 17:30,13900.02,14059.48,13738.56,14039.63,498.458511,13698.82421875,0
12-01-2018 18:30,14013.55,14047.99,13741.35,13811.74,568.811595,13719.4287109375,0
12-01-2018 19:30,13811.74,13872.99,13601.0,13824.0,591.4191,13782.916015625,0
12-01-2018 20:30,13824.0,13850.0,13358.99,13411.79,983.004434,13669.41796875,0
12-01-2018 21:30,13411.79,13600.0,13222.0,13365.03,1128.94006,13689.1787109375,1
12-01-2018 22:30,13370.0,13600.0,13250.32,13520.01,765.792875,13564.7958984375,-1
12-01-2018 23:30,13520.06,13568.99,13350.0,13405.28,390.669897,13713.6728515625,0
13-01-2018 00:30,13379.69,13801.01,13350.0,13717.0,550.450245,13583.84375,0
13-01-2018 01:30,13717.0,13900.0,13625.08,13899.98,430.379554,13733.3134765625,0
13-01-2018 02:30,13880.01,13899.9,13700.0,13700.81,278.483004,13638.078125,0
13-01-2018 03:30,13714.99,13759.85,13510.0,13646.99,332.844667,13664.9736328125,0
13-01-2018 04:30,13646.98,13780.05,13600.0,13740.01,413.762665,13539.037109375,0
13-01-2018 05:30,13749.95,14149.0,13706.15,14060.01,744.171115,13827.2724609375,0
13-01-2018 06:30,14033.36,14250.0,13958.95,14170.38,947.452357,13973.283203125,0
13-01-2018 07:30,14184.97,14189.01,14059.48,14063.01,570.911835,13915.544921875,0
13-01-2018 08:30,14062.99,14092.64,13820.0,14066.0,670.71543,13937.6474609375,0
13-01-2018 09:30,14065.99,14092.52,13948.42,14016.24,409.346207,13909.703125,0
13-01-2018 10:30,14016.23,14194.75,13999.04,14130.0,637.593085,13927.4501953125,0
13-01-2018 11:30,14148.81,14148.81,13948.41,14108.57,457.536108,13998.951171875,0
13-01-2018 12:30,14102.19,14320.0,14049.99,14255.09,516.494585,14134.1337890625,0
13-01-2018 13:30,14250.0,14254.0,14071.0,14140.0,404.379679,14193.703125,0
13-01-2018 14:30,14135.02,14172.78,13974.94,14171.05,443.716737,14109.556640625,0
13-01-2018 15:30,14150.0,14249.5,13981.07,14129.08,504.026766,14132.7431640625,0
13-01-2018 16:30,14130.04,14200.0,14011.36,14178.0,328.55635,14252.8994140625,0
13-01-2018 17:30,14166.0,14377.99,14143.22,14279.0,507.616754,14094.9306640625,0
13-01-2018 18:30,14279.01,14560.0,14270.0,14527.86,618.3789,14300.759765625,0
13-01-2018 19:30,14520.0,14580.0,14254.99,14357.49,798.31177,14340.052734375,0
13-01-2018 20:30,14357.49,14370.07,14083.55,14241.26,643.616188,14421.986328125,0
13-01-2018 21:30,14257.84,14357.0,14150.0,14209.0,561.583739,14203.0986328125,0
13-01-2018 22:30,14200.0,14329.92,14141.01,14318.0,453.145899,14309.8203125,0
13-01-2018 23:30,14318.0,14350.0,14186.0,14259.37,466.659231,14323.5537109375,0
14-01-2018 00:30,14259.37,14270.27,13923.18,14089.34,467.067665,14325.5322265625,0
14-01-2018 01:30,14086.64,14213.32,14062.0,14143.0,266.46845,14169.732421875,0
14-01-2018 02:30,14142.99,14255.0,14022.0,14170.2,298.366456,14102.947265625,0
14-01-2018 03:30,14162.0,14348.19,14150.0,14329.99,258.16762,14190.9716796875,0
14-01-2018 04:30,14329.81,14346.0,14142.01,14210.0,247.225602,14188.3388671875,0
14-01-2018 05:30,14210.0,14274.99,14109.77,14239.79,260.314665,14249.017578125,0
14-01-2018 06:30,14239.79,14339.5,14178.26,14300.2,283.897422,14151.947265625,0
14-01-2018 07:30,14300.2,14330.0,14130.01,14189.95,303.194315,14249.2939453125,0
